episode,frame_t,chunk_index_k,expected_raw_frame_idx,expected_is_pad,dataset_is_pad_flag,max_abs_diff_vs_expected_deg,exact_match,nearest_neighbor_frame_idx,nearest_neighbor_l2_deg,nn_matches_expected_frame
17,15,42,57,False,False,0.000000,True,57,0.000000,True
17,15,43,58,False,False,0.000000,True,58,0.000000,True
17,15,44,59,False,False,0.000000,True,59,0.000000,True
17,15,45,60,False,False,0.000000,True,60,0.000000,True
17,15,46,61,False,False,0.000000,True,61,0.000000,True
17,15,47,62,False,False,0.000000,True,62,0.000000,True
17,15,48,63,False,False,0.000000,True,63,0.000000,True
17,15,49,64,False,False,0.000000,True,64,0.000000,True
17,20,0,20,False,False,0.000000,True,20,0.000000,True
17,20,1,21,False,False,0.000000,True,21,0.000000,True
17,20,2,22,False,False,0.000000,True,22,0.000000,True
17,20,3,23,False,False,0.000000,True,23,0.000000,True
17,20,4,24,False,False,0.000000,True,24,0.000000,True
17,20,5,25,False,False,0.000000,True,25,0.000000,True
17,20,6,26,False,False,0.000000,True,26,0.000000,True
17,20,7,27,False,False,0.000000,True,27,0.000000,True
17,20,8,28,False,False,0.000000,True,28,0.000000,True
17,20,9,29,False,False,0.000000,True,29,0.000000,True
17,20,10,30,False,False,0.000000,True,30,0.000000,True
17,20,11,31,False,False,0.000000,True,31,0.000000,True
17,20,12,32,False,False,0.000000,True,32,0.000000,True
17,20,13,33,False,False,0.000000,True,33,0.000000,True
17,20,14,34,False,False,0.000000,True,34,0.000000,True
17,20,15,35,False,False,0.000000,True,35,0.000000,True
17,20,16,36,False,False,0.000000,True,36,0.000000,True
17,20,17,37,False,False,0.000000,True,37,0.000000,True
17,20,18,38,False,False,0.000000,True,38,0.000000,True
17,20,19,39,False,False,0.000000,True,39,0.000000,True
17,20,20,40,False,False,0.000000,True,40,0.000000,True
17,20,21,41,False,False,0.000000,True,41,0.000000,True
17,20,22,42,False,False,0.000000,True,42,0.000000,True
17,20,23,43,False,False,0.000000,True,43,0.000000,True
17,20,24,44,False,False,0.000000,True,44,0.000000,True
17,20,25,45,False,False,0.000000,True,45,0.000000,True
17,20,26,46,False,False,0.000000,True,46,0.000000,True
17,20,27,47,False,False,0.000000,True,47,0.000000,True
17,20,28,48,False,False,0.000000,True,48,0.000000,True
17,20,29,49,False,False,0.000000,True,49,0.000000,True
17,20,30,50,False,False,0.000000,True,50,0.000000,True
17,20,31,51,False,False,0.000000,True,51,0.000000,True
17,20,32,52,False,False,0.000000,True,52,0.000000,True
17,20,33,53,False,False,0.000000,True,53,0.000000,True
17,20,34,54,False,False,0.000000,True,54,0.000000,True
17,20,35,55,False,False,0.000000,True,55,0.000000,True
17,20,36,56,False,False,0.000000,True,56,0.000000,True
17,20,37,57,False,False,0.000000,True,57,0.000000,True
17,20,38,58,False,False,0.000000,True,58,0.000000,True
17,20,39,59,False,False,0.000000,True,59,0.000000,True
17,20,40,60,False,False,0.000000,True,60,0.000000,True
17,20,41,61,False,False,0.000000,True,61,0.000000,True
17,20,42,62,False,False,0.000000,True,62,0.000000,True
17,20,43,63,False,False,0.000000,True,63,0.000000,True
17,20,44,64,False,False,0.000000,True,64,0.000000,True
17,20,45,65,False,False,0.000000,True,65,0.000000,True
17,20,46,66,False,False,0.000000,True,66,0.000000,True
17,20,47,67,False,False,0.000000,True,67,0.000000,True
17,20,48,68,False,False,0.000000,True,68,0.000000,True
17,20,49,69,False,False,0.000000,True,69,0.000000,True
17,25,0,25,False,False,0.000000,True,25,0.000000,True
17,25,1,26,False,False,0.000000,True,26,0.000000,True
17,25,2,27,False,False,0.000000,True,27,0.000000,True
17,25,3,28,False,False,0.000000,True,28,0.000000,True
17,25,4,29,False,False,0.000000,True,29,0.000000,True
17,25,5,30,False,False,0.000000,True,30,0.000000,True
17,25,6,31,False,False,0.000000,True,31,0.000000,True
17,25,7,32,False,False,0.000000,True,32,0.000000,True
17,25,8,33,False,False,0.000000,True,33,0.000000,True
17,25,9,34,False,False,0.000000,True,34,0.000000,True
17,25,10,35,False,False,0.000000,True,35,0.000000,True
17,25,11,36,False,False,0.000000,True,36,0.000000,True
17,25,12,37,False,False,0.000000,True,37,0.000000,True
17,25,13,38,False,False,0.000000,True,38,0.000000,True
17,25,14,39,False,False,0.000000,True,39,0.000000,True
17,25,15,40,False,False,0.000000,True,40,0.000000,True
17,25,16,41,False,False,0.000000,True,41,0.000000,True
17,25,17,42,False,False,0.000000,True,42,0.000000,True
17,25,18,43,False,False,0.000000,True,43,0.000000,True
17,25,19,44,False,False,0.000000,True,44,0.000000,True
17,25,20,45,False,False,0.000000,True,45,0.000000,True
17,25,21,46,False,False,0.000000,True,46,0.000000,True
17,25,22,47,False,False,0.000000,True,47,0.000000,True
17,25,23,48,False,False,0.000000,True,48,0.000000,True
17,25,24,49,False,False,0.000000,True,49,0.000000,True
17,25,25,50,False,False,0.000000,True,50,0.000000,True
17,25,26,51,False,False,0.000000,True,51,0.000000,True
17,25,27,52,False,False,0.000000,True,52,0.000000,True
17,25,28,53,False,False,0.000000,True,53,0.000000,True
17,25,29,54,False,False,0.000000,True,54,0.000000,True
17,25,30,55,False,False,0.000000,True,55,0.000000,True
17,25,31,56,False,False,0.000000,True,56,0.000000,True
17,25,32,57,False,False,0.000000,True,57,0.000000,True
17,25,33,58,False,False,0.000000,True,58,0.000000,True
17,25,34,59,False,False,0.000000,True,59,0.000000,True
17,25,35,60,False,False,0.000000,True,60,0.000000,True
17,25,36,61,False,False,0.000000,True,61,0.000000,True
17,25,37,62,False,False,0.000000,True,62,0.000000,True
17,25,38,63,False,False,0.000000,True,63,0.000000,True
17,25,39,64,False,False,0.000000,True,64,0.000000,True
17,25,40,65,False,False,0.000000,True,65,0.000000,True
17,25,41,66,False,False,0.000000,True,66,0.000000,True
17,25,42,67,False,False,0.000000,True,67,0.000000,True
17,25,43,68,False,False,0.000000,True,68,0.000000,True
17,25,44,69,False,False,0.000000,True,69,0.000000,True
17,25,45,70,False,False,0.000000,True,70,0.000000,True
17,25,46,71,False,False,0.000000,True,71,0.000000,True
17,25,47,72,False,False,0.000000,True,72,0.000000,True
17,25,48,73,False,False,0.000000,True,73,0.000000,True
17,25,49,74,False,False,0.000000,True,74,0.000000,True
34,0,0,0,False,False,0.000000,True,0,0.000000,True
34,0,1,1,False,False,0.000000,True,0,0.000000,True
34,0,2,2,False,False,0.000000,True,0,0.000000,True
34,0,3,3,False,False,0.000000,True,3,0.000000,True
34,0,4,4,False,False,0.000000,True,3,0.000000,True
34,0,5,5,False,False,0.000000,True,5,0.000000,True
34,0,6,6,False,False,0.000000,True,5,0.000000,True
34,0,7,7,False,False,0.000000,True,5,0.000000,True
34,0,8,8,False,False,0.000000,True,5,0.000000,True
34,0,9,9,False,False,0.000000,True,5,0.000000,True
34,0,10,10,False,False,0.000000,True,5,0.000000,True
34,0,11,11,False,False,0.000000,True,5,0.000000,True
34,0,12,12,False,False,0.000000,True,5,0.000000,True
34,0,13,13,False,False,0.000000,True,5,0.000000,True
34,0,14,14,False,False,0.000000,True,5,0.000000,True
34,0,15,15,False,False,0.000000,True,15,0.000000,True
34,0,16,16,False,False,0.000000,True,16,0.000000,True
34,0,17,17,False,False,0.000000,True,17,0.000000,True
34,0,18,18,False,False,0.000000,True,18,0.000000,True
34,0,19,19,False,False,0.000000,True,19,0.000000,True
34,0,20,20,False,False,0.000000,True,20,0.000000,True
34,0,21,21,False,False,0.000000,True,21,0.000000,True
34,0,22,22,False,False,0.000000,True,22,0.000000,True
34,0,23,23,False,False,0.000000,True,23,0.000000,True
34,0,24,24,False,False,0.000000,True,24,0.000000,True
34,0,25,25,False,False,0.000000,True,25,0.000000,True
34,0,26,26,False,False,0.000000,True,26,0.000000,True
34,0,27,27,False,False,0.000000,True,27,0.000000,True
34,0,28,28,False,False,0.000000,True,28,0.000000,True
34,0,29,29,False,False,0.000000,True,29,0.000000,True
34,0,30,30,False,False,0.000000,True,30,0.000000,True
34,0,31,31,False,False,0.000000,True,31,0.000000,True
34,0,32,32,False,False,0.000000,True,32,0.000000,True
34,0,33,33,False,False,0.000000,True,33,0.000000,True
34,0,34,34,False,False,0.000000,True,34,0.000000,True
34,0,35,35,False,False,0.000000,True,35,0.000000,True
34,0,36,36,False,False,0.000000,True,36,0.000000,True
34,0,37,37,False,False,0.000000,True,37,0.000000,True
34,0,38,38,False,False,0.000000,True,38,0.000000,True
34,0,39,39,False,False,0.000000,True,39,0.000000,True
34,0,40,40,False,False,0.000000,True,40,0.000000,True
34,0,41,41,False,False,0.000000,True,41,0.000000,True
34,0,42,42,False,False,0.000000,True,42,0.000000,True
34,0,43,43,False,False,0.000000,True,43,0.000000,True
34,0,44,44,False,False,0.000000,True,44,0.000000,True
34,0,45,45,False,False,0.000000,True,45,0.000000,True
34,0,46,46,False,False,0.000000,True,46,0.000000,True
34,0,47,47,False,False,0.000000,True,47,0.000000,True
34,0,48,48,False,False,0.000000,True,48,0.000000,True
34,0,49,49,False,False,0.000000,True,49,0.000000,True
34,5,0,5,False,False,0.000000,True,5,0.000000,True
34,5,1,6,False,False,0.000000,True,5,0.000000,True
34,5,2,7,False,False,0.000000,True,5,0.000000,True
34,5,3,8,False,False,0.000000,True,5,0.000000,True
34,5,4,9,False,False,0.000000,True,5,0.000000,True
34,5,5,10,False,False,0.000000,True,5,0.000000,True
34,5,6,11,False,False,0.000000,True,5,0.000000,True
34,5,7,12,False,False,0.000000,True,5,0.000000,True
34,5,8,13,False,False,0.000000,True,5,0.000000,True
34,5,9,14,False,False,0.000000,True,5,0.000000,True
34,5,10,15,False,False,0.000000,True,15,0.000000,True
34,5,11,16,False,False,0.000000,True,16,0.000000,True
34,5,12,17,False,False,0.000000,True,17,0.000000,True
34,5,13,18,False,False,0.000000,True,18,0.000000,True
34,5,14,19,False,False,0.000000,True,19,0.000000,True
34,5,15,20,False,False,0.000000,True,20,0.000000,True
34,5,16,21,False,False,0.000000,True,21,0.000000,True
34,5,17,22,False,False,0.000000,True,22,0.000000,True
34,5,18,23,False,False,0.000000,True,23,0.000000,True
34,5,19,24,False,False,0.000000,True,24,0.000000,True
34,5,20,25,False,False,0.000000,True,25,0.000000,True
34,5,21,26,False,False,0.000000,True,26,0.000000,True
34,5,22,27,False,False,0.000000,True,27,0.000000,True
34,5,23,28,False,False,0.000000,True,28,0.000000,True
34,5,24,29,False,False,0.000000,True,29,0.000000,True
34,5,25,30,False,False,0.000000,True,30,0.000000,True
34,5,26,31,False,False,0.000000,True,31,0.000000,True
34,5,27,32,False,False,0.000000,True,32,0.000000,True
34,5,28,33,False,False,0.000000,True,33,0.000000,True
34,5,29,34,False,False,0.000000,True,34,0.000000,True
34,5,30,35,False,False,0.000000,True,35,0.000000,True
34,5,31,36,False,False,0.000000,True,36,0.000000,True
34,5,32,37,False,False,0.000000,True,37,0.000000,True
34,5,33,38,False,False,0.000000,True,38,0.000000,True
34,5,34,39,False,False,0.000000,True,39,0.000000,True
34,5,35,40,False,False,0.000000,True,40,0.000000,True
34,5,36,41,False,False,0.000000,True,41,0.000000,True
34,5,37,42,False,False,0.000000,True,42,0.000000,True
34,5,38,43,False,False,0.000000,True,43,0.000000,True
34,5,39,44,False,False,0.000000,True,44,0.000000,True
34,5,40,45,False,False,0.000000,True,45,0.000000,True
34,5,41,46,False,False,0.000000,True,46,0.000000,True
34,5,42,47,False,False,0.000000,True,47,0.000000,True
34,5,43,48,False,False,0.000000,True,48,0.000000,True
34,5,44,49,False,False,0.000000,True,49,0.000000,True
34,5,45,50,False,False,0.000000,True,50,0.000000,True
34,5,46,51,False,False,0.000000,True,51,0.000000,True
34,5,47,52,False,False,0.000000,True,52,0.000000,True
34,5,48,53,False,False,0.000000,True,53,0.000000,True
34,5,49,54,False,False,0.000000,True,54,0.000000,True
34,10,0,10,False,False,0.000000,True,5,0.000000,True
34,10,1,11,False,False,0.000000,True,5,0.000000,True
34,10,2,12,False,False,0.000000,True,5,0.000000,True
34,10,3,13,False,False,0.000000,True,5,0.000000,True
34,10,4,14,False,False,0.000000,True,5,0.000000,True
34,10,5,15,False,False,0.000000,True,15,0.000000,True
34,10,6,16,False,False,0.000000,True,16,0.000000,True
34,10,7,17,False,False,0.000000,True,17,0.000000,True
34,10,8,18,False,False,0.000000,True,18,0.000000,True
34,10,9,19,False,False,0.000000,True,19,0.000000,True
34,10,10,20,False,False,0.000000,True,20,0.000000,True
34,10,11,21,False,False,0.000000,True,21,0.000000,True
34,10,12,22,False,False,0.000000,True,22,0.000000,True
34,10,13,23,False,False,0.000000,True,23,0.000000,True
34,10,14,24,False,False,0.000000,True,24,0.000000,True
34,10,15,25,False,False,0.000000,True,25,0.000000,True
34,10,16,26,False,False,0.000000,True,26,0.000000,True
34,10,17,27,False,False,0.000000,True,27,0.000000,True
34,10,18,28,False,False,0.000000,True,28,0.000000,True
34,10,19,29,False,False,0.000000,True,29,0.000000,True
34,10,20,30,False,False,0.000000,True,30,0.000000,True
34,10,21,31,False,False,0.000000,True,31,0.000000,True
34,10,22,32,False,False,0.000000,True,32,0.000000,True
34,10,23,33,False,False,0.000000,True,33,0.000000,True
34,10,24,34,False,False,0.000000,True,34,0.000000,True
34,10,25,35,False,False,0.000000,True,35,0.000000,True
34,10,26,36,False,False,0.000000,True,36,0.000000,True
34,10,27,37,False,False,0.000000,True,37,0.000000,True
34,10,28,38,False,False,0.000000,True,38,0.000000,True
34,10,29,39,False,False,0.000000,True,39,0.000000,True
34,10,30,40,False,False,0.000000,True,40,0.000000,True
34,10,31,41,False,False,0.000000,True,41,0.000000,True
34,10,32,42,False,False,0.000000,True,42,0.000000,True
34,10,33,43,False,False,0.000000,True,43,0.000000,True
34,10,34,44,False,False,0.000000,True,44,0.000000,True
34,10,35,45,False,False,0.000000,True,45,0.000000,True
34,10,36,46,False,False,0.000000,True,46,0.000000,True
34,10,37,47,False,False,0.000000,True,47,0.000000,True
34,10,38,48,False,False,0.000000,True,48,0.000000,True
34,10,39,49,False,False,0.000000,True,49,0.000000,True
34,10,40,50,False,False,0.000000,True,50,0.000000,True
34,10,41,51,False,False,0.000000,True,51,0.000000,True
34,10,42,52,False,False,0.000000,True,52,0.000000,True
34,10,43,53,False,False,0.000000,True,53,0.000000,True
34,10,44,54,False,False,0.000000,True,54,0.000000,True
34,10,45,55,False,False,0.000000,True,55,0.000000,True
34,10,46,56,False,False,0.000000,True,56,0.000000,True
34,10,47,57,False,False,0.000000,True,57,0.000000,True
34,10,48,58,False,False,0.000000,True,58,0.000000,True
34,10,49,59,False,False,0.000000,True,59,0.000000,True
34,15,0,15,False,False,0.000000,True,15,0.000000,True
34,15,1,16,False,False,0.000000,True,16,0.000000,True
34,15,2,17,False,False,0.000000,True,17,0.000000,True
34,15,3,18,False,False,0.000000,True,18,0.000000,True
34,15,4,19,False,False,0.000000,True,19,0.000000,True
34,15,5,20,False,False,0.000000,True,20,0.000000,True
34,15,6,21,False,False,0.000000,True,21,0.000000,True
34,15,7,22,False,False,0.000000,True,22,0.000000,True
34,15,8,23,False,False,0.000000,True,23,0.000000,True
34,15,9,24,False,False,0.000000,True,24,0.000000,True
34,15,10,25,False,False,0.000000,True,25,0.000000,True
34,15,11,26,False,False,0.000000,True,26,0.000000,True
34,15,12,27,False,False,0.000000,True,27,0.000000,True
34,15,13,28,False,False,0.000000,True,28,0.000000,True
34,15,14,29,False,False,0.000000,True,29,0.000000,True
34,15,15,30,False,False,0.000000,True,30,0.000000,True
34,15,16,31,False,False,0.000000,True,31,0.000000,True
34,15,17,32,False,False,0.000000,True,32,0.000000,True
34,15,18,33,False,False,0.000000,True,33,0.000000,True
34,15,19,34,False,False,0.000000,True,34,0.000000,True
34,15,20,35,False,False,0.000000,True,35,0.000000,True
34,15,21,36,False,False,0.000000,True,36,0.000000,True
34,15,22,37,False,False,0.000000,True,37,0.000000,True
34,15,23,38,False,False,0.000000,True,38,0.000000,True
34,15,24,39,False,False,0.000000,True,39,0.000000,True
34,15,25,40,False,False,0.000000,True,40,0.000000,True
34,15,26,41,False,False,0.000000,True,41,0.000000,True
34,15,27,42,False,False,0.000000,True,42,0.000000,True
34,15,28,43,False,False,0.000000,True,43,0.000000,True
34,15,29,44,False,False,0.000000,True,44,0.000000,True
34,15,30,45,False,False,0.000000,True,45,0.000000,True
34,15,31,46,False,False,0.000000,True,46,0.000000,True
34,15,32,47,False,False,0.000000,True,47,0.000000,True
34,15,33,48,False,False,0.000000,True,48,0.000000,True
34,15,34,49,False,False,0.000000,True,49,0.000000,True
34,15,35,50,False,False,0.000000,True,50,0.000000,True
34,15,36,51,False,False,0.000000,True,51,0.000000,True
34,15,37,52,False,False,0.000000,True,52,0.000000,True
34,15,38,53,False,False,0.000000,True,53,0.000000,True
34,15,39,54,False,False,0.000000,True,54,0.000000,True
34,15,40,55,False,False,0.000000,True,55,0.000000,True
34,15,41,56,False,False,0.000000,True,56,0.000000,True
34,15,42,57,False,False,0.000000,True,57,0.000000,True
34,15,43,58,False,False,0.000000,True,58,0.000000,True
34,15,44,59,False,False,0.000000,True,59,0.000000,True
34,15,45,60,False,False,0.000000,True,60,0.000000,True
34,15,46,61,False,False,0.000000,True,61,0.000000,True
34,15,47,62,False,False,0.000000,True,62,0.000000,True
34,15,48,63,False,False,0.000000,True,63,0.000000,True
34,15,49,64,False,False,0.000000,True,64,0.000000,True
34,20,0,20,False,False,0.000000,True,20,0.000000,True
34,20,1,21,False,False,0.000000,True,21,0.000000,True
34,20,2,22,False,False,0.000000,True,22,0.000000,True
34,20,3,23,False,False,0.000000,True,23,0.000000,True
34,20,4,24,False,False,0.000000,True,24,0.000000,True
34,20,5,25,False,False,0.000000,True,25,0.000000,True
34,20,6,26,False,False,0.000000,True,26,0.000000,True
34,20,7,27,False,False,0.000000,True,27,0.000000,True
34,20,8,28,False,False,0.000000,True,28,0.000000,True
34,20,9,29,False,False,0.000000,True,29,0.000000,True
34,20,10,30,False,False,0.000000,True,30,0.000000,True
34,20,11,31,False,False,0.000000,True,31,0.000000,True
34,20,12,32,False,False,0.000000,True,32,0.000000,True
34,20,13,33,False,False,0.000000,True,33,0.000000,True
34,20,14,34,False,False,0.000000,True,34,0.000000,True
34,20,15,35,False,False,0.000000,True,35,0.000000,True
34,20,16,36,False,False,0.000000,True,36,0.000000,True
34,20,17,37,False,False,0.000000,True,37,0.000000,True
34,20,18,38,False,False,0.000000,True,38,0.000000,True
34,20,19,39,False,False,0.000000,True,39,0.000000,True
34,20,20,40,False,False,0.000000,True,40,0.000000,True
34,20,21,41,False,False,0.000000,True,41,0.000000,True
34,20,22,42,False,False,0.000000,True,42,0.000000,True
34,20,23,43,False,False,0.000000,True,43,0.000000,True
34,20,24,44,False,False,0.000000,True,44,0.000000,True
34,20,25,45,False,False,0.000000,True,45,0.000000,True
34,20,26,46,False,False,0.000000,True,46,0.000000,True
34,20,27,47,False,False,0.000000,True,47,0.000000,True
34,20,28,48,False,False,0.000000,True,48,0.000000,True
34,20,29,49,False,False,0.000000,True,49,0.000000,True
34,20,30,50,False,False,0.000000,True,50,0.000000,True
34,20,31,51,False,False,0.000000,True,51,0.000000,True
34,20,32,52,False,False,0.000000,True,52,0.000000,True
34,20,33,53,False,False,0.000000,True,53,0.000000,True
34,20,34,54,False,False,0.000000,True,54,0.000000,True
34,20,35,55,False,False,0.000000,True,55,0.000000,True
34,20,36,56,False,False,0.000000,True,56,0.000000,True
34,20,37,57,False,False,0.000000,True,57,0.000000,True
34,20,38,58,False,False,0.000000,True,58,0.000000,True
34,20,39,59,False,False,0.000000,True,59,0.000000,True
34,20,40,60,False,False,0.000000,True,60,0.000000,True
34,20,41,61,False,False,0.000000,True,61,0.000000,True
34,20,42,62,False,False,0.000000,True,62,0.000000,True
34,20,43,63,False,False,0.000000,True,63,0.000000,True
34,20,44,64,False,False,0.000000,True,64,0.000000,True
34,20,45,65,False,False,0.000000,True,65,0.000000,True
34,20,46,66,False,False,0.000000,True,66,0.000000,True
34,20,47,67,False,False,0.000000,True,67,0.000000,True
34,20,48,68,False,False,0.000000,True,68,0.000000,True
34,20,49,69,False,False,0.000000,True,69,0.000000,True
34,25,0,25,False,False,0.000000,True,25,0.000000,True
34,25,1,26,False,False,0.000000,True,26,0.000000,True
34,25,2,27,False,False,0.000000,True,27,0.000000,True
34,25,3,28,False,False,0.000000,True,28,0.000000,True
34,25,4,29,False,False,0.000000,True,29,0.000000,True
34,25,5,30,False,False,0.000000,True,30,0.000000,True
34,25,6,31,False,False,0.000000,True,31,0.000000,True
34,25,7,32,False,False,0.000000,True,32,0.000000,True
34,25,8,33,False,False,0.000000,True,33,0.000000,True
34,25,9,34,False,False,0.000000,True,34,0.000000,True
34,25,10,35,False,False,0.000000,True,35,0.000000,True
34,25,11,36,False,False,0.000000,True,36,0.000000,True
34,25,12,37,False,False,0.000000,True,37,0.000000,True
34,25,13,38,False,False,0.000000,True,38,0.000000,True
34,25,14,39,False,False,0.000000,True,39,0.000000,True
34,25,15,40,False,False,0.000000,True,40,0.000000,True
34,25,16,41,False,False,0.000000,True,41,0.000000,True
34,25,17,42,False,False,0.000000,True,42,0.000000,True
34,25,18,43,False,False,0.000000,True,43,0.000000,True
34,25,19,44,False,False,0.000000,True,44,0.000000,True
34,25,20,45,False,False,0.000000,True,45,0.000000,True
34,25,21,46,False,False,0.000000,True,46,0.000000,True
34,25,22,47,False,False,0.000000,True,47,0.000000,True
34,25,23,48,False,False,0.000000,True,48,0.000000,True
34,25,24,49,False,False,0.000000,True,49,0.000000,True
34,25,25,50,False,False,0.000000,True,50,0.000000,True
34,25,26,51,False,False,0.000000,True,51,0.000000,True
34,25,27,52,False,False,0.000000,True,52,0.000000,True
34,25,28,53,False,False,0.000000,True,53,0.000000,True
34,25,29,54,False,False,0.000000,True,54,0.000000,True
34,25,30,55,False,False,0.000000,True,55,0.000000,True
34,25,31,56,False,False,0.000000,True,56,0.000000,True
34,25,32,57,False,False,0.000000,True,57,0.000000,True
34,25,33,58,False,False,0.000000,True,58,0.000000,True
34,25,34,59,False,False,0.000000,True,59,0.000000,True
34,25,35,60,False,False,0.000000,True,60,0.000000,True
34,25,36,61,False,False,0.000000,True,61,0.000000,True
34,25,37,62,False,False,0.000000,True,62,0.000000,True
34,25,38,63,False,False,0.000000,True,63,0.000000,True
34,25,39,64,False,False,0.000000,True,64,0.000000,True
34,25,40,65,False,False,0.000000,True,65,0.000000,True
34,25,41,66,False,False,0.000000,True,66,0.000000,True
34,25,42,67,False,False,0.000000,True,67,0.000000,True
34,25,43,68,False,False,0.000000,True,68,0.000000,True
34,25,44,69,False,False,0.000000,True,69,0.000000,True
34,25,45,70,False,False,0.000000,True,70,0.000000,True
34,25,46,71,False,False,0.000000,True,71,0.000000,True
34,25,47,72,False,False,0.000000,True,72,0.000000,True
34,25,48,73,False,False,0.000000,True,73,0.000000,True
34,25,49,74,False,False,0.000000,True,74,0.000000,True
